text,contains exclamation mark,hasHashtag,Count uppercase letters,Count Lowercase letters,Number_of_Characters,has first person Pronoun,Contains smiling emoticon,Sentiment Score(n+-),No_of_positive_words,No_of_negative_words,isPositiveSentiment,isNegativeSentiment,isNeutralSentiment,hasUserMention(Old System feature),hasURL(Old System feature),hasQuestionMark(Old System Feature),truncated,hasUserDescription,protected,verified,followers_count,friends_count,listed_count,favourites_count,statuses_count,isFrequentAuthor(Old system feature),RegAgeInDays(Old System Feature),geo_enabled,profile_background_tile,profile_use_background_image,default_profile,default_profile_image,retweet_count,favorite_count,class
Philippines transportation agency LTFRB is charging Uber P190M ($3.8M) so it can resume operations. Money goes t\u2026 https://t.co/1M9VTKzXTE,FALSE,FALSE,18,85,142,FALSE,FALSE,71.9822,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2773665,404,3472,7168,434899,TRUE,2283,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
   @cnnphilippines:   @makoipopioco READ: Sen. Grace Poe welcomes LTFRB  s decision to lift Uber  s suspension upon payment of P190 M fine http\u2026,FALSE,FALSE,15,93,143,FALSE,FALSE,67.5411,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,279526,329,1183,60,204225,TRUE,1117,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
WATCH THIS!\n\nLTFRB Chairman Atty. Martin Delgra III  s reaction after watching the social experiment on taxi vs... https://t.co/At9QHWuq8j,TRUE,FALSE,25,83,139,FALSE,FALSE,68.4272,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,209,153,3,214,2541,FALSE,2202,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Mattis says Philippine troops upheld rights in Marawi battle - WATCH VIDEO HERE -&gt; https//t.co/OONvTBro9S \n\nUS Def\u2026 https//t.co/yaIjmshPB6,FALSE,FALSE,29,81,148,FALSE,FALSE,55.9101,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,38,26,3,2,11390,FALSE,308,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE
  @ANCALERTS: LTFRB slaps new P190M fine on Uber https://t.co/5Zulc7HCAd,FALSE,FALSE,21,29,70,FALSE,FALSE,78.1872,1,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4351478,776,7440,64,462308,TRUE,3046,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
RT ANCALERTS \READ DOJ orders NBI to probe killing of Carl Angelo Arnaizs 14-y\/o alleged companion Reynaldo de \u2026 https\/\/t.co\/8ehcmuRi6Z\,FALSE,FALSE,27,78,145,FALSE,FALSE,63.7427,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,29,0,1,34767,FALSE,270,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,TRUE
#TravelRisk #Philippines - Present declares Martial Law in #Mindanao region. https\/\/t.co\/bJVW6UbqjG,FALSE,TRUE,12,67,102,FALSE,FALSE,63.35,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,55,132,5,20,796,FALSE,625,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Finest hour Win impressed by MPD chief Joel Coronels prob on Atio Castillo slay\nhttps//t.co/1QxmvACdPc,FALSE,FALSE,13,71,103,FALSE,FALSE,78.972,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4243,33,1,0,10126,TRUE,299,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE
LATEST NEWS: Senate presents Facebook chat of Aegis Frat members in   ATIO\  s   Death: https://t.co/itgyXUf4li via   @YouTube,FALSE,FALSE,23,70,121,FALSE,FALSE,99.3293,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,68,0,0,124,FALSE,54,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
  @saleema_refran: JUST IN: LTFRB rules to lift UBER suspension. Uber must pay fine of P190M before lifting of suspension. Fine to go to n\u2026,FALSE,FALSE,19,86,142,FALSE,FALSE,68.9874,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,27703,504,117,19,3330,FALSE,2416,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
LTFRB plans to cancel licenses of erring taxi drivers\nhttps://t.co/oFmLAgc1eQ https://t.co/enBKMqJLY7,FALSE,FALSE,15,65,102,FALSE,FALSE,50,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,233189,975,1094,65,69026,TRUE,3160,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Art. II Sec. 11. of the 1987 Philippine Constitution. #JusticeForKian,FALSE,TRUE,9,40,69,FALSE,FALSE,75.1247,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,463,471,2,10088,14695,FALSE,1190,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
Banlaoi The declaration of martial law is essential in addressing complexity of problem posed by Maute Group. #MarawiClash,FALSE,TRUE,6,97,122,FALSE,FALSE,98.08,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4165870,775,7449,5746,430007,TRUE,3012,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
UST dean fratmen in chat group also liable in Atio case https//t.co/b5TN9P7cKK via   @northbound_ph,FALSE,FALSE,9,66,97,FALSE,FALSE,60,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,92,81,2,2,6893,FALSE,762,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE
3 women witnessed the hazing of Horacio Castillo III. The three sorority sisters all from\u2026 https//t.co/tDPbTV6aDQ https//t.co/NbyaUtkRsS,FALSE,FALSE,16,93,141,FALSE,FALSE,59.1235,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,638,87,9,33,25056,FALSE,1650,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE
  @manila_bulletin: LTFRB aks Uber to pay a P190 million to lift its suspension order issued last August 14. | via   @MBvanneelaine https://\u2026,FALSE,FALSE,10,92,142,FALSE,FALSE,82.4981,0,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,527184,222,7440,2015,441845,TRUE,3375,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,TRUE
#FirstOnTwitter:(DEVELOPING)LTFRB sets P190-million fine for Uber in order to lift suspension order. |   @romina_marie #OnlyInThePhilippines,FALSE,TRUE,24,87,138,FALSE,FALSE,78.3446,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,439,0,0,536,FALSE,45,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,TRUE
  @ABSCBNNews: LTFRB to require taxi drivers to attend drivers   academy https://t.co/B7w8NAH7gA https://t.co/tmARQgADa3,FALSE,FALSE,22,67,117,FALSE,FALSE,79.4589,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,5478374,1300,7099,873,519283,TRUE,3338,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,TRUE
BREAKING https\/\/t.co\/mGHogximFf,FALSE,FALSE,11,15,34,FALSE,FALSE,50,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1522,428,29,14897,95598,TRUE,1758,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,TRUE
Makabayan bloc seeks probe of killing of Carl Angelo Arnaiz https\/\/t.co\/sWqsO4Fdzo,FALSE,FALSE,7,60,85,FALSE,FALSE,74.11,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,415,644,10,9120,32020,FALSE,2828,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Retweeted Bea Cupin (  @beacupin)\n\nLiterally cannot stop looking at that photo of Reynaldo de Guzmans lifeless... https\/\/t.co\/8GWFb0fXAt,FALSE,FALSE,11,96,139,FALSE,FALSE,71.57,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,187,151,3,126,9002,FALSE,2665,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,TRUE
  @markcojuangco   @klwavalon Mamasapano was to capture Marwan not Misuari just Marawi was to capture Hapilon,FALSE,FALSE,5,84,105,FALSE,FALSE,99.1219,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3161,3412,15,29227,8941,TRUE,498,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
See? Atio\u2019s heart stopped probably because of severe hyperkalemia secondary to cell breakdown because of trauma secondary to hazing.,FALSE,FALSE,2,110,137,FALSE,FALSE,98.1237,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1461,357,37,35185,53486,TRUE,3291,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,FALSE
