text,contains exclamation mark,hasHashtag,Count uppercase letters,Count Lowercase letters,Number_of_Characters,has first person Pronoun,Contains smiling emoticon,Sentiment Score(n+-),No_of_positive_words,No_of_negative_words,isPositiveSentiment,isNegativeSentiment,isNeutralSentiment,hasUserMention(Old System feature),hasURL(Old System feature),hasQuestionMark(Old System Feature),truncated,hasUserDescription,protected,verified,followers_count,friends_count,listed_count,favourites_count,statuses_count,isFrequentAuthor(Old system feature),RegAgeInDays(Old System Feature),geo_enabled,profile_background_tile,profile_use_background_image,default_profile,default_profile_image,retweet_count,favorite_count,class
  @manila_bulletin:   @MBvanneelaine LTFRB asks Uber to pay P190M fine - Read: https://t.co/1ezxVejnu0 #BeFullyInformed,FALSE,TRUE,15,71,115,FALSE,FALSE,59.2479,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,527184,222,7440,2015,441845,TRUE,3375,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
Why P190 million? Find out here: https://t.co/JD6S9HHfEm,FALSE,FALSE,9,29,56,FALSE,FALSE,58.268,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,2773665,404,3472,7168,434899,TRUE,2283,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Senators condemn brutal killing of 14-year-old Reynaldo de Guzman via   @inquirerdotnet https\/\/t.co\/opTvDSBbrZ,FALSE,FALSE,8,80,111,FALSE,FALSE,58.9559,0,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4721,942,38,1663,5348,TRUE,1157,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,TRUE
#TheresaMay puts soldiers on streets - We are now under martial law as   @Conservatives decimated the police forces..\n\nhttps\/\/t.co\/YeowgPp8Ab,FALSE,TRUE,7,105,144,FALSE,FALSE,52.2635,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3103,2809,105,2884,30544,TRUE,1886,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,FALSE
Duterte a SoJ Aguirre PAO chief Acosta met w parents &amp; sis of killed student Carl Angelo Arnaiz   @Malaya_Online\n\nhttps\/\/t.co\/flCmD5atEa,FALSE,FALSE,16,95,143,FALSE,FALSE,84.9942,0,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,184,1,15,4978,FALSE,2633,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
The 14-year-old Reynaldo de Guzman and Arnaiz both went missing on August 17  when they left their homes in... https\/\/t.co\/D8QdAEGUxO,FALSE,FALSE,12,87,136,FALSE,FALSE,63.26,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,355,316,4,3020,4151,FALSE,2545,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
UK Declares Martial Law Troops On Streets As ISIS Prepare False Flag https\/\/t.co\/3XyerH9W10,FALSE,FALSE,19,52,94,FALSE,FALSE,64.16,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,7373,919,1253,11350,2161761,TRUE,1661,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Duterte declares martial law in southern Philippines https\/\/t.co\/O8ZAOeVhix https\/\/t.co\/xT2tffB2Sj,FALSE,FALSE,10,69,104,FALSE,FALSE,50,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4671,859,285,424,107705,TRUE,2724,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
Carl Angelo Arnaiz\u2019s companion was found dead with 30 stab wounds https\/\/t.co\/v1NG6ZJEjk,FALSE,FALSE,8,61,96,FALSE,FALSE,59.5,0,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,991,2059,12,730,4249,FALSE,737,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,TRUE
[Statement] Like the State of National Emergency Martial Law in Mindanao Overkill -Kilusan https\/\/t.co\/U7YvaDOK90,FALSE,FALSE,15,75,116,FALSE,FALSE,59.08,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,327,1521,0,10,9736,FALSE,3213,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
  @YahooPH: LTFRB plans to cancel licenses of erring taxi drivers\nhttps://t.co/oFmLAgc1eQ https://t.co/enBKMqJLY7,FALSE,FALSE,18,69,112,FALSE,FALSE,50,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,233189,975,1094,824,3180,FALSE,3160,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
A young boy from #Sabah was among #foreignfighters in #Marawi. His father reportedly killed. His whereabout unknown.\nhttps//t.co/KrnsqjrPlF,FALSE,TRUE,8,105,140,FALSE,FALSE,59.1242,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,719,139,66,574,3766,FALSE,2428,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
#Duterte #sonofMindanao #peace peaceful Mindanao prelude to prosperous Ph https://t.co/lKl10lkAst,FALSE,TRUE,6,72,97,FALSE,FALSE,80.2801,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,426,1989,7,1228,1036,FALSE,3028,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE
Present Rodrigo Duterte met the parents of slain 19-year-old Carl Angelo Arnaiz. https\/\/t.co\/AulJJugYI1,FALSE,FALSE,11,70,106,FALSE,FALSE,89.3136,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2788561,404,3513,7162,437712,TRUE,2283,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
